BudgetBookVersion	ObjectCode	BudgetYear	DataVersion	DataValue
2015/16	GOVT. GRANTS & CONTRIBUTIONS	2013/14	ACTUAL	286962
2015/16	GOVT. GRANTS & CONTRIBUTIONS	2014/15	ORIGINAL	291051
2015/16	GOVT. GRANTS & CONTRIBUTIONS	2014/15	REVISED	298255
2015/16	GOVT. GRANTS & CONTRIBUTIONS	2015/16	ESTIMATE	291400
2014/15	SALARIES	2012/13	ACTUAL	321173
2014/15	SALARIES	2013/14	ORIGINAL	350954
2014/15	SALARIES	2013/14	REVISED	340312
2014/15	SALARIES	2014/15	ESTIMATE	325042
2014/15	WAGES	2012/13	ACTUAL	84133
2014/15	WAGES	2013/14	ORIGINAL	70714
2014/15	WAGES	2013/14	REVISED	78345
2014/15	WAGES	2014/15	ESTIMATE	72313
2014/15	EMPLOYER OVERHEAD	2012/13	ACTUAL	42480
2014/15	EMPLOYER OVERHEAD	2013/14	ORIGINAL	73879
2014/15	EMPLOYER OVERHEAD	2013/14	REVISED	73879
2014/15	EMPLOYER OVERHEAD	2014/15	ESTIMATE	72950
2014/15	OTHER PERSONNEL COSTS	2012/13	ACTUAL	5563
2014/15	OTHER PERSONNEL COSTS	2013/14	ORIGINAL	6734
2014/15	OTHER PERSONNEL COSTS	2013/14	REVISED	6804
2014/15	OTHER PERSONNEL COSTS	2014/15	ESTIMATE	6939
2014/15	TRAINING	2012/13	ACTUAL	2307
2014/15	TRAINING	2013/14	ORIGINAL	6737
2014/15	TRAINING	2013/14	REVISED	5335
2014/15	TRAINING	2014/15	ESTIMATE	6678
2014/15	TRANSPORT	2012/13	ACTUAL	3977
2014/15	TRANSPORT	2013/14	ORIGINAL	5205
2014/15	TRANSPORT	2013/14	REVISED	5295
2014/15	TRANSPORT	2014/15	ESTIMATE	4489
2014/15	TRAVEL	2012/13	ACTUAL	3418
2014/15	TRAVEL	2013/14	ORIGINAL	4683
2014/15	TRAVEL	2013/14	REVISED	5067
2014/15	TRAVEL	2014/15	ESTIMATE	4079
2014/15	COMMUNICATIONS	2012/13	ACTUAL	9181
2014/15	COMMUNICATIONS	2013/14	ORIGINAL	10297
2014/15	COMMUNICATIONS	2013/14	REVISED	10553
2014/15	COMMUNICATIONS	2014/15	ESTIMATE	8745
2014/15	ADVERTISING & PROMOTION	2012/13	ACTUAL	18136
2014/15	ADVERTISING & PROMOTION	2013/14	ORIGINAL	13247
2014/15	ADVERTISING & PROMOTION	2013/14	REVISED	16578
2014/15	ADVERTISING & PROMOTION	2014/15	ESTIMATE	2564
2014/15	PROFESSIONAL SERVICES	2012/13	ACTUAL	95944
2014/15	PROFESSIONAL SERVICES	2013/14	ORIGINAL	89466
2014/15	PROFESSIONAL SERVICES	2013/14	REVISED	89240
2014/15	PROFESSIONAL SERVICES	2014/15	ESTIMATE	68860
2014/15	RENTALS	2012/13	ACTUAL	16794
2014/15	RENTALS	2013/14	ORIGINAL	17244
2014/15	RENTALS	2013/14	REVISED	18576
2014/15	RENTALS	2014/15	ESTIMATE	17013
2014/15	REPAIR AND MAINTENANCE	2012/13	ACTUAL	17614
2014/15	REPAIR AND MAINTENANCE	2013/14	ORIGINAL	19921
2014/15	REPAIR AND MAINTENANCE	2013/14	REVISED	20488
2014/15	REPAIR AND MAINTENANCE	2014/15	ESTIMATE	21754
2014/15	INSURANCE	2012/13	ACTUAL	12499
2014/15	INSURANCE	2013/14	ORIGINAL	11710
2014/15	INSURANCE	2013/14	REVISED	10634
2014/15	INSURANCE	2014/15	ESTIMATE	9998
2014/15	ENERGY	2012/13	ACTUAL	20573
2014/15	ENERGY	2013/14	ORIGINAL	20652
2014/15	ENERGY	2013/14	REVISED	22313
2014/15	ENERGY	2014/15	ESTIMATE	21264
2014/15	CLOTHING, UNIFORMS, LAUNDRY	2012/13	ACTUAL	1576
2014/15	CLOTHING, UNIFORMS, LAUNDRY	2013/14	ORIGINAL	2190
2014/15	CLOTHING, UNIFORMS, LAUNDRY	2013/14	REVISED	1614
2014/15	CLOTHING, UNIFORMS, LAUNDRY	2014/15	ESTIMATE	1470
2014/15	MATERIALS & SUPPLIES	2012/13	ACTUAL	26947
2014/15	MATERIALS & SUPPLIES	2013/14	ORIGINAL	25786
2014/15	MATERIALS & SUPPLIES	2013/14	REVISED	28143
2014/15	MATERIALS & SUPPLIES	2014/15	ESTIMATE	25006
2014/15	EQUIPMENT PURCHASES	2012/13	ACTUAL	1197
2014/15	EQUIPMENT PURCHASES	2013/14	ORIGINAL	855
2014/15	EQUIPMENT PURCHASES	2013/14	REVISED	995
2014/15	EQUIPMENT PURCHASES	2014/15	ESTIMATE	664
2014/15	OTHER EXPENSES	2012/13	ACTUAL	4200
2014/15	OTHER EXPENSES	2013/14	ORIGINAL	4058
2014/15	OTHER EXPENSES	2013/14	REVISED	4393
2014/15	OTHER EXPENSES	2014/15	ESTIMATE	3595
2014/15	RECEIPTS TO CREDITED TO PROGRAM	2012/13	ACTUAL	0
2014/15	RECEIPTS TO CREDITED TO PROGRAM	2013/14	ORIGINAL	-17454
2014/15	RECEIPTS TO CREDITED TO PROGRAM	2013/14	REVISED	-16464
2014/15	RECEIPTS TO CREDITED TO PROGRAM	2014/15	ESTIMATE	-18871
2014/15	TRANSFERS & OTHER FUNDS	2012/13	ACTUAL	30750
2014/15	TRANSFERS & OTHER FUNDS	2013/14	ORIGINAL	37625
2014/15	TRANSFERS & OTHER FUNDS	2013/14	REVISED	37625
2014/15	TRANSFERS & OTHER FUNDS	2014/15	ESTIMATE	47693
2014/15	DEBT CHARGES	2012/13	ACTUAL	33155
2014/15	DEBT CHARGES	2013/14	ORIGINAL	97650
2014/15	DEBT CHARGES	2013/14	REVISED	110375
2014/15	DEBT CHARGES	2014/15	ESTIMATE	113735
2014/15	GOVT. GRANTS & CONTRIBUTIONS	2012/13	ACTUAL	277385
2014/15	GOVT. GRANTS & CONTRIBUTIONS	2013/14	ORIGINAL	266030
2014/15	GOVT. GRANTS & CONTRIBUTIONS	2013/14	REVISED	293006
2014/15	GOVT. GRANTS & CONTRIBUTIONS	2014/15	ESTIMATE	291051
2013/14	SALARIES	2011/12	ACTUAL	307767
2013/14	SALARIES	2012/13	ORIGINAL	343911
2013/14	SALARIES	2012/13	REVISED	346784
2013/14	SALARIES	2013/14	ESTIMATE	350954
2013/14	WAGES	2011/12	ACTUAL	85288
2013/14	WAGES	2012/13	ORIGINAL	72940
2013/14	WAGES	2012/13	REVISED	75603
2013/14	WAGES	2013/14	ESTIMATE	70714
2013/14	EMPLOYER OVERHEAD	2011/12	ACTUAL	73259
2013/14	EMPLOYER OVERHEAD	2012/13	ORIGINAL	39854
2013/14	EMPLOYER OVERHEAD	2012/13	REVISED	39854
2013/14	EMPLOYER OVERHEAD	2013/14	ESTIMATE	73879
2013/14	OTHER PERSONNEL COSTS	2011/12	ACTUAL	1552
2013/14	OTHER PERSONNEL COSTS	2012/13	ORIGINAL	6838
2013/14	OTHER PERSONNEL COSTS	2012/13	REVISED	6890
2013/14	OTHER PERSONNEL COSTS	2013/14	ESTIMATE	6734
2013/14	TRAINING	2011/12	ACTUAL	3825
2013/14	TRAINING	2012/13	ORIGINAL	6648
2013/14	TRAINING	2012/13	REVISED	6651
2013/14	TRAINING	2013/14	ESTIMATE	6737
2013/14	TRANSPORT	2011/12	ACTUAL	5611
2013/14	TRANSPORT	2012/13	ORIGINAL	5936
2013/14	TRANSPORT	2012/13	REVISED	5428
2013/14	TRANSPORT	2013/14	ESTIMATE	5205
2013/14	TRAVEL	2011/12	ACTUAL	3619
2013/14	TRAVEL	2012/13	ORIGINAL	5336
2013/14	TRAVEL	2012/13	REVISED	5298
2013/14	TRAVEL	2013/14	ESTIMATE	4683
2013/14	COMMUNICATIONS	2011/12	ACTUAL	10039
2013/14	COMMUNICATIONS	2012/13	ORIGINAL	9897
2013/14	COMMUNICATIONS	2012/13	REVISED	10004
2013/14	COMMUNICATIONS	2013/14	ESTIMATE	10297
2013/14	ADVERTISING & PROMOTION	2011/12	ACTUAL	15664
2013/14	ADVERTISING & PROMOTION	2012/13	ORIGINAL	15086
2013/14	ADVERTISING & PROMOTION	2012/13	REVISED	15944
2013/14	ADVERTISING & PROMOTION	2013/14	ESTIMATE	13247
2013/14	PROFESSIONAL SERVICES	2011/12	ACTUAL	99198
2013/14	PROFESSIONAL SERVICES	2012/13	ORIGINAL	84774
2013/14	PROFESSIONAL SERVICES	2012/13	REVISED	92868
2013/14	PROFESSIONAL SERVICES	2013/14	ESTIMATE	89466
2013/14	RENTALS	2011/12	ACTUAL	17766
2013/14	RENTALS	2012/13	ORIGINAL	17981
2013/14	RENTALS	2012/13	REVISED	18370
2013/14	RENTALS	2013/14	ESTIMATE	17244
2013/14	REPAIR AND MAINTENANCE	2011/12	ACTUAL	18344
2013/14	REPAIR AND MAINTENANCE	2012/13	ORIGINAL	21610
2013/14	REPAIR AND MAINTENANCE	2012/13	REVISED	21785
2013/14	REPAIR AND MAINTENANCE	2013/14	ESTIMATE	19921
2013/14	INSURANCE	2011/12	ACTUAL	13029
2013/14	INSURANCE	2012/13	ORIGINAL	12915
2013/14	INSURANCE	2012/13	REVISED	12632
2013/14	INSURANCE	2013/14	ESTIMATE	11710
2013/14	ENERGY	2011/12	ACTUAL	20657
2013/14	ENERGY	2012/13	ORIGINAL	20707
2013/14	ENERGY	2012/13	REVISED	21942
2013/14	ENERGY	2013/14	ESTIMATE	20652
2013/14	CLOTHING, UNIFORMS, LAUNDRY	2011/12	ACTUAL	1500
2013/14	CLOTHING, UNIFORMS, LAUNDRY	2012/13	ORIGINAL	2329
2013/14	CLOTHING, UNIFORMS, LAUNDRY	2012/13	REVISED	2444
2013/14	CLOTHING, UNIFORMS, LAUNDRY	2013/14	ESTIMATE	2190
2013/14	MATERIALS & SUPPLIES	2011/12	ACTUAL	30987
2013/14	MATERIALS & SUPPLIES	2012/13	ORIGINAL	27210
2013/14	MATERIALS & SUPPLIES	2012/13	REVISED	28052
2013/14	MATERIALS & SUPPLIES	2013/14	ESTIMATE	25786
2013/14	EQUIPMENT PURCHASES	2011/12	ACTUAL	780
2013/14	EQUIPMENT PURCHASES	2012/13	ORIGINAL	1007
2013/14	EQUIPMENT PURCHASES	2012/13	REVISED	1096
2013/14	EQUIPMENT PURCHASES	2013/14	ESTIMATE	855
2013/14	OTHER EXPENSES	2011/12	ACTUAL	3528
2013/14	OTHER EXPENSES	2012/13	ORIGINAL	4658
2013/14	OTHER EXPENSES	2012/13	REVISED	4852
2013/14	OTHER EXPENSES	2013/14	ESTIMATE	4028
2013/14	RECEIPTS TO CREDITED TO PROGRAM	2011/12	ACTUAL	0
2013/14	RECEIPTS TO CREDITED TO PROGRAM	2012/13	ORIGINAL	-22872
2013/14	RECEIPTS TO CREDITED TO PROGRAM	2012/13	REVISED	-20305
2013/14	RECEIPTS TO CREDITED TO PROGRAM	2013/14	ESTIMATE	-17454
2013/14	TRANSFERS & OTHER FUNDS	2011/12	ACTUAL	25726
2013/14	TRANSFERS & OTHER FUNDS	2012/13	ORIGINAL	30750
2013/14	TRANSFERS & OTHER FUNDS	2012/13	REVISED	30750
2013/14	TRANSFERS & OTHER FUNDS	2013/14	ESTIMATE	37655
2013/14	DEBT CHARGES	2011/12	ACTUAL	71067
2013/14	DEBT CHARGES	2012/13	ORIGINAL	35850
2013/14	DEBT CHARGES	2012/13	REVISED	38450
2013/14	DEBT CHARGES	2013/14	ESTIMATE	97650
2013/14	GOVT. GRANTS & CONTRIBUTIONS	2011/12	ACTUAL	274259
2013/14	GOVT. GRANTS & CONTRIBUTIONS	2012/13	ORIGINAL	262152
2013/14	GOVT. GRANTS & CONTRIBUTIONS	2012/13	REVISED	272326
2013/14	GOVT. GRANTS & CONTRIBUTIONS	2013/14	ESTIMATE	266030
2012/13	SALARIES	2010/11	ACTUAL	302200
2012/13	SALARIES	2011/12	ORIGINAL	325253
2012/13	SALARIES	2011/12	REVISED	336579
2012/13	SALARIES	2012/13	ESTIMATE	343911
2012/13	WAGES	2010/11	ACTUAL	99274
2012/13	WAGES	2011/12	ORIGINAL	70593
2012/13	WAGES	2011/12	REVISED	73314
2012/13	WAGES	2012/13	ESTIMATE	72940
2012/13	EMPLOYER OVERHEAD	2010/11	ACTUAL	70918
2012/13	EMPLOYER OVERHEAD	2011/12	ORIGINAL	67661
2012/13	EMPLOYER OVERHEAD	2011/12	REVISED	70411
2012/13	EMPLOYER OVERHEAD	2012/13	ESTIMATE	39854
2012/13	OTHER PERSONNEL COSTS	2010/11	ACTUAL	10707
2012/13	OTHER PERSONNEL COSTS	2011/12	ORIGINAL	9250
2012/13	OTHER PERSONNEL COSTS	2011/12	REVISED	9251
2012/13	OTHER PERSONNEL COSTS	2012/13	ESTIMATE	6838
2012/13	TRAINING	2010/11	ACTUAL	5666
2012/13	TRAINING	2011/12	ORIGINAL	6520
2012/13	TRAINING	2011/12	REVISED	6562
2012/13	TRAINING	2012/13	ESTIMATE	6648
2012/13	TRANSPORT	2010/11	ACTUAL	6830
2012/13	TRANSPORT	2011/12	ORIGINAL	6576
2012/13	TRANSPORT	2011/12	REVISED	6587
2012/13	TRANSPORT	2012/13	ESTIMATE	5936
2012/13	TRAVEL	2010/11	ACTUAL	5017
2012/13	TRAVEL	2011/12	ORIGINAL	5360
2012/13	TRAVEL	2011/12	REVISED	5507
2012/13	TRAVEL	2012/13	ESTIMATE	5336
2012/13	COMMUNICATIONS	2010/11	ACTUAL	10637
2012/13	COMMUNICATIONS	2011/12	ORIGINAL	9074
2012/13	COMMUNICATIONS	2011/12	REVISED	10399
2012/13	COMMUNICATIONS	2012/13	ESTIMATE	9897
2012/13	ADVERTISING & PROMOTION	2010/11	ACTUAL	19224
2012/13	ADVERTISING & PROMOTION	2011/12	ORIGINAL	16146
2012/13	ADVERTISING & PROMOTION	2011/12	REVISED	16219
2012/13	ADVERTISING & PROMOTION	2012/13	ESTIMATE	15086
2012/13	PROFESSIONAL SERVICES	2010/11	ACTUAL	119070
2012/13	PROFESSIONAL SERVICES	2011/12	ORIGINAL	79376
2012/13	PROFESSIONAL SERVICES	2011/12	REVISED	89449
2012/13	PROFESSIONAL SERVICES	2012/13	ESTIMATE	84774
2012/13	RENTALS	2010/11	ACTUAL	18125
2012/13	RENTALS	2011/12	ORIGINAL	18383
2012/13	RENTALS	2011/12	REVISED	18965
2012/13	RENTALS	2012/13	ESTIMATE	17981
2012/13	REPAIR AND MAINTENANCE	2010/11	ACTUAL	21887
2012/13	REPAIR AND MAINTENANCE	2011/12	ORIGINAL	20796
2012/13	REPAIR AND MAINTENANCE	2011/12	REVISED	20298
2012/13	REPAIR AND MAINTENANCE	2012/13	ESTIMATE	21610
2012/13	INSURANCE	2010/11	ACTUAL	12977
2012/13	INSURANCE	2011/12	ORIGINAL	12895
2012/13	INSURANCE	2011/12	REVISED	12925
2012/13	INSURANCE	2012/13	ESTIMATE	12915
2012/13	ENERGY	2010/11	ACTUAL	20120
2012/13	ENERGY	2011/12	ORIGINAL	20050
2012/13	ENERGY	2011/12	REVISED	19912
2012/13	ENERGY	2012/13	ESTIMATE	20707
2012/13	CLOTHING, UNIFORMS, LAUNDRY	2010/11	ACTUAL	2165
2012/13	CLOTHING, UNIFORMS, LAUNDRY	2011/12	ORIGINAL	2161
2012/13	CLOTHING, UNIFORMS, LAUNDRY	2011/12	REVISED	2152
2012/13	CLOTHING, UNIFORMS, LAUNDRY	2012/13	ESTIMATE	2329
2012/13	MATERIALS & SUPPLIES	2010/11	ACTUAL	32341
2012/13	MATERIALS & SUPPLIES	2011/12	ORIGINAL	27692
2012/13	MATERIALS & SUPPLIES	2011/12	REVISED	28591
2012/13	MATERIALS & SUPPLIES	2012/13	ESTIMATE	27210
2012/13	EQUIPMENT PURCHASES	2010/11	ACTUAL	1431
2012/13	EQUIPMENT PURCHASES	2011/12	ORIGINAL	1128
2012/13	EQUIPMENT PURCHASES	2011/12	REVISED	1209
2012/13	EQUIPMENT PURCHASES	2012/13	ESTIMATE	1007
2012/13	OTHER EXPENSES	2010/11	ACTUAL	4009
2012/13	OTHER EXPENSES	2011/12	ORIGINAL	3675
2012/13	OTHER EXPENSES	2011/12	REVISED	4108
2012/13	OTHER EXPENSES	2012/13	ESTIMATE	4658
2012/13	RECEIPTS TO CREDITED TO PROGRAM	2010/11	ACTUAL	-3071
2012/13	RECEIPTS TO CREDITED TO PROGRAM	2011/12	ORIGINAL	-23977
2012/13	RECEIPTS TO CREDITED TO PROGRAM	2011/12	REVISED	-23977
2012/13	RECEIPTS TO CREDITED TO PROGRAM	2012/13	ESTIMATE	-22872
2012/13	TRANSFERS & OTHER FUNDS	2010/11	ACTUAL	28760
2012/13	TRANSFERS & OTHER FUNDS	2011/12	ORIGINAL	25750
2012/13	TRANSFERS & OTHER FUNDS	2011/12	REVISED	25750
2012/13	TRANSFERS & OTHER FUNDS	2012/13	ESTIMATE	30750
2012/13	DEBT CHARGES	2010/11	ACTUAL	58729
2012/13	DEBT CHARGES	2011/12	ORIGINAL	70700
2012/13	DEBT CHARGES	2011/12	REVISED	70700
2012/13	DEBT CHARGES	2012/13	ESTIMATE	35850
2012/13	GOVT. GRANTS & CONTRIBUTIONS	2010/11	ACTUAL	277156
2012/13	GOVT. GRANTS & CONTRIBUTIONS	2011/12	ORIGINAL	227387
2012/13	GOVT. GRANTS & CONTRIBUTIONS	2011/12	REVISED	267552
2012/13	GOVT. GRANTS & CONTRIBUTIONS	2012/13	ESTIMATE	262152
2011/12	SALARIES	2009/10	ACTUAL	315220
2011/12	SALARIES	2010/11	ORIGINAL	343168
2011/12	SALARIES	2010/11	REVISED	333325
2011/12	SALARIES	2011/12	ESTIMATE	325253
2011/12	WAGES	2009/10	ACTUAL	99711
2011/12	WAGES	2010/11	ORIGINAL	81519
2011/12	WAGES	2010/11	REVISED	81056
2011/12	WAGES	2011/12	ESTIMATE	70593
2011/12	EMPLOYER OVERHEAD	2009/10	ACTUAL	66844
2011/12	EMPLOYER OVERHEAD	2010/11	ORIGINAL	71707
2011/12	EMPLOYER OVERHEAD	2010/11	REVISED	71707
2011/12	EMPLOYER OVERHEAD	2011/12	ESTIMATE	67661
2011/12	OTHER PERSONNEL COSTS	2009/10	ACTUAL	11060
2011/12	OTHER PERSONNEL COSTS	2010/11	ORIGINAL	10247
2011/12	OTHER PERSONNEL COSTS	2010/11	REVISED	10146
2011/12	OTHER PERSONNEL COSTS	2011/12	ESTIMATE	9250
2011/12	TRAINING	2009/10	ACTUAL	7274
2011/12	TRAINING	2010/11	ORIGINAL	11210
2011/12	TRAINING	2010/11	REVISED	9849
2011/12	TRAINING	2011/12	ESTIMATE	6520
2011/12	TRANSPORT	2009/10	ACTUAL	6667
2011/12	TRANSPORT	2010/11	ORIGINAL	2298
2011/12	TRANSPORT	2010/11	REVISED	1680
2011/12	TRANSPORT	2011/12	ESTIMATE	6576
2011/12	TRAVEL	2009/10	ACTUAL	5034
2011/12	TRAVEL	2010/11	ORIGINAL	6287
2011/12	TRAVEL	2010/11	REVISED	5929
2011/12	TRAVEL	2011/12	ESTIMATE	5360
2011/12	COMMUNICATIONS	2009/10	ACTUAL	10148
2011/12	COMMUNICATIONS	2010/11	ORIGINAL	9129
2011/12	COMMUNICATIONS	2010/11	REVISED	9083
2011/12	COMMUNICATIONS	2011/12	ESTIMATE	9074
2011/12	ADVERTISING & PROMOTION	2009/10	ACTUAL	14114
2011/12	ADVERTISING & PROMOTION	2010/11	ORIGINAL	19737
2011/12	ADVERTISING & PROMOTION	2010/11	REVISED	17913
2011/12	ADVERTISING & PROMOTION	2011/12	ESTIMATE	16146
2011/12	PROFESSIONAL SERVICES	2009/10	ACTUAL	111960
2011/12	PROFESSIONAL SERVICES	2010/11	ORIGINAL	99845
2011/12	PROFESSIONAL SERVICES	2010/11	REVISED	101673
2011/12	PROFESSIONAL SERVICES	2011/12	ESTIMATE	79376
2011/12	RENTALS	2009/10	ACTUAL	17037
2011/12	RENTALS	2010/11	ORIGINAL	18526
2011/12	RENTALS	2010/11	REVISED	18411
2011/12	RENTALS	2011/12	ESTIMATE	18383
2011/12	REPAIR AND MAINTENANCE	2009/10	ACTUAL	22441
2011/12	REPAIR AND MAINTENANCE	2010/11	ORIGINAL	21203
2011/12	REPAIR AND MAINTENANCE	2010/11	REVISED	20086
2011/12	REPAIR AND MAINTENANCE	2011/12	ESTIMATE	20796
2011/12	INSURANCE	2009/10	ACTUAL	11959
2011/12	INSURANCE	2010/11	ORIGINAL	11557
2011/12	INSURANCE	2010/11	REVISED	12332
2011/12	INSURANCE	2011/12	ESTIMATE	12895
2011/12	ENERGY	2009/10	ACTUAL	19057
2011/12	ENERGY	2010/11	ORIGINAL	21608
2011/12	ENERGY	2010/11	REVISED	20995
2011/12	ENERGY	2011/12	ESTIMATE	20050
2011/12	CLOTHING, UNIFORMS, LAUNDRY	2009/10	ACTUAL	2648
2011/12	CLOTHING, UNIFORMS, LAUNDRY	2010/11	ORIGINAL	2617
2011/12	CLOTHING, UNIFORMS, LAUNDRY	2010/11	REVISED	2395
2011/12	CLOTHING, UNIFORMS, LAUNDRY	2011/12	ESTIMATE	2161
2011/12	MATERIALS & SUPPLIES	2009/10	ACTUAL	34082
2011/12	MATERIALS & SUPPLIES	2010/11	ORIGINAL	30218
2011/12	MATERIALS & SUPPLIES	2010/11	REVISED	28200
2011/12	MATERIALS & SUPPLIES	2011/12	ESTIMATE	27692
2011/12	EQUIPMENT PURCHASES	2009/10	ACTUAL	1946
2011/12	EQUIPMENT PURCHASES	2010/11	ORIGINAL	1442
2011/12	EQUIPMENT PURCHASES	2010/11	REVISED	1470
2011/12	EQUIPMENT PURCHASES	2011/12	ESTIMATE	1128
2011/12	OTHER EXPENSES	2009/10	ACTUAL	6618
2011/12	OTHER EXPENSES	2010/11	ORIGINAL	3526
2011/12	OTHER EXPENSES	2010/11	REVISED	3384
2011/12	OTHER EXPENSES	2011/12	ESTIMATE	3675
2011/12	RECEIPTS TO CREDITED TO PROGRAM	2009/10	ACTUAL	-30518
2011/12	RECEIPTS TO CREDITED TO PROGRAM	2010/11	ORIGINAL	-18806
2011/12	RECEIPTS TO CREDITED TO PROGRAM	2010/11	REVISED	-20180
2011/12	RECEIPTS TO CREDITED TO PROGRAM	2011/12	ESTIMATE	-23977
2011/12	TRANSFERS & OTHER FUNDS	2009/10	ACTUAL	0
2011/12	TRANSFERS & OTHER FUNDS	2010/11	ORIGINAL	28625
2011/12	TRANSFERS & OTHER FUNDS	2010/11	REVISED	28625
2011/12	TRANSFERS & OTHER FUNDS	2011/12	ESTIMATE	25750
2011/12	GOVT. GRANTS & CONTRIBUTIONS	2009/10	ACTUAL	261143
2011/12	GOVT. GRANTS & CONTRIBUTIONS	2010/11	ORIGINAL	243504
2011/12	GOVT. GRANTS & CONTRIBUTIONS	2010/11	REVISED	258259
2011/12	GOVT. GRANTS & CONTRIBUTIONS	2011/12	ESTIMATE	227387
2011/12	DEBT CHARGES	2009/10	ACTUAL	6495
2011/12	DEBT CHARGES	2010/11	ORIGINAL	39150
2011/12	DEBT CHARGES	2010/11	REVISED	57040
2011/12	DEBT CHARGES	2011/12	ESTIMATE	70700
2010/11	SALARIES	2008/09	ACTUAL	312362
2010/11	SALARIES	2009/10	ORIGINAL	343857
2010/11	SALARIES	2009/10	REVISED	337396
2010/11	SALARIES	2010/11	ESTIMATE	343168
2010/11	WAGES	2008/09	ACTUAL	101259
2010/11	WAGES	2009/10	ORIGINAL	78056
2010/11	WAGES	2009/10	REVISED	79443
2010/11	WAGES	2010/11	ESTIMATE	81519
2010/11	EMPLOYER OVERHEAD	2008/09	ACTUAL	66767
2010/11	EMPLOYER OVERHEAD	2009/10	ORIGINAL	64382
2010/11	EMPLOYER OVERHEAD	2009/10	REVISED	67788
2010/11	EMPLOYER OVERHEAD	2010/11	ESTIMATE	71707
2010/11	OTHER PERSONNEL COSTS	2008/09	ACTUAL	5155
2010/11	OTHER PERSONNEL COSTS	2009/10	ORIGINAL	9074
2010/11	OTHER PERSONNEL COSTS	2009/10	REVISED	9495
2010/11	OTHER PERSONNEL COSTS	2010/11	ESTIMATE	10247
2010/11	TRAINING	2008/09	ACTUAL	7956
2010/11	TRAINING	2009/10	ORIGINAL	9828
2010/11	TRAINING	2009/10	REVISED	9545
2010/11	TRAINING	2010/11	ESTIMATE	11210
2010/11	TRANSPORT	2008/09	ACTUAL	6588
2010/11	TRANSPORT	2009/10	ORIGINAL	7353
2010/11	TRANSPORT	2009/10	REVISED	7472
2010/11	TRANSPORT	2010/11	ESTIMATE	2298
2010/11	TRAVEL	2008/09	ACTUAL	6439
2010/11	TRAVEL	2009/10	ORIGINAL	6321
2010/11	TRAVEL	2009/10	REVISED	6312
2010/11	TRAVEL	2010/11	ESTIMATE	6287
2010/11	COMMUNICATIONS	2008/09	ACTUAL	9609
2010/11	COMMUNICATIONS	2009/10	ORIGINAL	9775
2010/11	COMMUNICATIONS	2009/10	REVISED	9967
2010/11	COMMUNICATIONS	2010/11	ESTIMATE	9129
2010/11	ADVERTISING & PROMOTION	2008/09	ACTUAL	16850
2010/11	ADVERTISING & PROMOTION	2009/10	ORIGINAL	17346
2010/11	ADVERTISING & PROMOTION	2009/10	REVISED	15750
2010/11	ADVERTISING & PROMOTION	2010/11	ESTIMATE	19737
2010/11	PROFESSIONAL SERVICES	2008/09	ACTUAL	95456
2010/11	PROFESSIONAL SERVICES	2009/10	ORIGINAL	96871
2010/11	PROFESSIONAL SERVICES	2009/10	REVISED	100560
2010/11	PROFESSIONAL SERVICES	2010/11	ESTIMATE	99845
2010/11	RENTALS	2008/09	ACTUAL	16644
2010/11	RENTALS	2009/10	ORIGINAL	17007
2010/11	RENTALS	2009/10	REVISED	17207
2010/11	RENTALS	2010/11	ESTIMATE	18526
2010/11	REPAIR AND MAINTENANCE	2008/09	ACTUAL	23385
2010/11	REPAIR AND MAINTENANCE	2009/10	ORIGINAL	19873
2010/11	REPAIR AND MAINTENANCE	2009/10	REVISED	20016
2010/11	REPAIR AND MAINTENANCE	2010/11	ESTIMATE	21203
2010/11	INSURANCE	2008/09	ACTUAL	11571
2010/11	INSURANCE	2009/10	ORIGINAL	11189
2010/11	INSURANCE	2009/10	REVISED	11166
2010/11	INSURANCE	2010/11	ESTIMATE	11557
2010/11	ENERGY	2008/09	ACTUAL	23786
2010/11	ENERGY	2009/10	ORIGINAL	20819
2010/11	ENERGY	2009/10	REVISED	20647
2010/11	ENERGY	2010/11	ESTIMATE	21608
2010/11	CLOTHING, UNIFORMS, LAUNDRY	2008/09	ACTUAL	2566
2010/11	CLOTHING, UNIFORMS, LAUNDRY	2009/10	ORIGINAL	2642
2010/11	CLOTHING, UNIFORMS, LAUNDRY	2009/10	REVISED	2727
2010/11	CLOTHING, UNIFORMS, LAUNDRY	2010/11	ESTIMATE	2617
2010/11	MATERIALS & SUPPLIES	2008/09	ACTUAL	37043
2010/11	MATERIALS & SUPPLIES	2009/10	ORIGINAL	33491
2010/11	MATERIALS & SUPPLIES	2009/10	REVISED	33778
2010/11	MATERIALS & SUPPLIES	2010/11	ESTIMATE	30218
2010/11	EQUIPMENT PURCHASES	2008/09	ACTUAL	2066
2010/11	EQUIPMENT PURCHASES	2009/10	ORIGINAL	1422
2010/11	EQUIPMENT PURCHASES	2009/10	REVISED	1508
2010/11	EQUIPMENT PURCHASES	2010/11	ESTIMATE	1442
2010/11	OTHER EXPENSES	2008/09	ACTUAL	5912
2010/11	OTHER EXPENSES	2009/10	ORIGINAL	3895
2010/11	OTHER EXPENSES	2009/10	REVISED	4050
2010/11	OTHER EXPENSES	2010/11	ESTIMATE	3576
2010/11	RECEIPTS TO CREDITED TO PROGRAM	2008/09	ACTUAL	-23579
